FeatureID	cFT01a	cFT01b	cFT05a	cFT05b	cFT09a	cFT09b	cNA01a	cNA01b	cNA01c	cNA05a	cNA05b	cNA05c	cNA09a	cNA09b	cNA09c
PF00382.22	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0
PF18760.4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
PF16263.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF04964.17	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
PF10119.12	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PF05872.15	0	0	0	0	0	2	2	1	1	0	0	1	9	11	2
PF16582.8	0	0	0	0	0	0	0	2	1	0	4	6	0	1	2
PF17092.8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PF20091.2	0	0	1	0	0	0	1	0	0	1	0	0	0	2	2
PF19557.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PF15345.9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
PF19190.3	0	0	2	0	0	0	0	0	4	2	8	28	0	0	0
PF17131.7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PF04315.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PF02649.17	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
PF07319.14	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
PF13454.9	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
PF02821.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF05975.15	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
PF06737.17	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PF10031.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF18711.4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
PF12867.10	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
PF18674.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF14306.9	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0
PF01747.20	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0
PF10099.12	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0
PF10804.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF02790.18	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0
PF00116.23	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0
PF16591.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF07364.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF07171.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF00264.23	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PF00743.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF00457.20	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
PF11924.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF08990.14	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PF18369.4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
PF18836.4	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
PF10138.12	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PF12089.11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
PF13471.9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PF06030.15	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1
PF05787.16	0	0	0	0	0	0	0	0	0	0	1	1	0	2	1
PF03777.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PF16250.8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PF03405.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PF14522.9	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2
PF10590.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PF01455.21	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PF01344.28	0	0	0	0	0	0	0	0	0	0	0	3	0	7	0
PF04170.15	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PF17804.4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2
PF11818.11	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2
PF17810.4	0	0	0	0	0	2	0	2	3	2	5	7	1	3	4
PF17944.4	0	0	0	0	0	2	0	2	3	2	5	7	1	3	4
PF07332.14	0	0	0	0	0	0	1	0	0	0	0	0	1	1	2
PF08471.13	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1
PF13387.9	0	0	0	0	0	0	0	0	0	1	5	6	1	2	1
PF02416.19	0	0	0	0	0	0	1	0	0	2	0	0	1	0	1
PF07681.15	0	0	0	0	0	0	0	0	2	0	2	4	0	1	1
PF19543.2	0	0	0	0	0	0	2	0	0	4	0	0	4	2	1
PF10017.12	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PF04891.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PF18415.4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PF19804.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF13372.9	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1
PF11896.11	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
PF20330.1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
PF01940.19	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PF10092.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF05618.14	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
PF07167.16	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
PF08521.13	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PF19051.3	0	0	0	0	0	0	0	0	1	0	2	0	0	0	3
PF13464.9	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
PF00686.22	4	0	0	2	0	4	0	2	11	8	20	20	4	0	6
PF15632.9	0	0	0	0	0	0	0	0	3	0	4	6	0	0	1
PF07559.17	0	0	0	0	0	0	0	0	1	0	0	2	0	1	1
PF13547.9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PF13550.9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PF00030.22	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PF05270.16	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PF17149.7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PF18431.4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
PF06835.16	0	0	0	0	0	0	0	0	2	2	1	4	1	0	0
PF10720.12	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PF09314.14	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0
PF10647.12	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
PF20594.1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
PF08751.14	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
PF12418.11	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2
PF12806.10	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2
PF17991.4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
PF10803.11	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PF01878.21	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
PF14016.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF18053.4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PF10069.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF17150.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF09458.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PF00240.26	61	60	43	68	23	20	3	13	20	5	0	4	0	0	0
PF14030.9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PF07931.15	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0
PF14595.9	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PF02233.19	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
PF05088.15	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PF14566.9	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PF10988.11	0	1	2	1	3	1	2	0	4	0	4	8	1	4	2
PF00463.24	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
PF04728.16	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
PF10799.11	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PF08421.14	0	0	0	0	0	0	1	10	0	0	0	6	0	2	0
PF13438.9	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
PF13688.9	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
PF01483.23	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
PF19503.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF11954.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF03741.19	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1
PF02467.19	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
PF13834.9	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
PF09949.12	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
PF13196.9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
PF03423.16	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0
PF02388.19	0	0	0	0	0	0	3	0	0	0	2	0	1	2	0
PF11273.11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
PF08148.15	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
PF13709.9	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
PF06080.15	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PF13622.9	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0
PF08850.14	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
PF06832.15	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PF18206.4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PF18040.4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PF04675.17	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
PF01068.24	0	0	0	0	0	0	0	1	2	0	3	2	1	3	0
PF04679.18	0	0	0	0	0	0	0	1	1	0	3	2	1	3	1
PF03573.16	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
PF14743.9	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PF05751.14	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PF10102.12	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PF11191.11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
PF18140.4	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
PF00629.26	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2
PF12576.11	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PF04465.15	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PF03212.17	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
PF16132.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PF04348.16	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PF08267.15	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PF18914.3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
PF09585.13	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PF10128.12	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PF20171.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PF14718.9	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0
PF04325.16	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
PF05321.14	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PF11168.11	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
PF09349.13	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PF08021.14	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0
PF04954.16	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0
PF00657.25	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
PF01389.20	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PF08899.14	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PF04444.17	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
PF03445.16	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PF10335.12	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PF17806.4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
PF12388.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF03583.17	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PF01323.23	0	0	2	0	1	0	4	0	0	0	1	0	0	0	0
PF05048.16	0	0	0	0	0	0	0	2	0	0	0	0	0	3	2
PF04307.17	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
PF07752.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF02359.21	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1
PF02933.20	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1
PF01941.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PF05101.16	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PF11299.11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
PF10368.12	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
PF01597.22	0	0	0	0	0	0	1	0	1	2	3	2	1	1	2
PF14237.9	0	0	0	1	5	0	9	0	2	4	12	13	17	6	5
PF03740.16	0	0	0	0	0	2	1	0	0	3	2	5	0	2	3
PF19029.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF16798.8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PF14509.9	1	2	0	1	0	2	3	11	9	12	47	75	5	24	22
PF17915.4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
PF13369.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PF07758.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF18273.4	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0
PF02976.18	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
PF14402.9	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1
PF18895.3	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
PF10079.12	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
PF03710.18	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
PF08335.14	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0
PF10432.12	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
PF10698.12	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
PF15579.9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PF03411.16	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PF04116.16	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1
PF16743.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF14696.9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PF18483.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF17041.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF19077.3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PF09330.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF07603.14	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PF04505.15	0	0	0	0	2	0	4	0	0	1	8	3	1	1	4
PF02925.19	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
PF00963.21	1	2	4	1	0	6	0	0	3	0	1	0	14	6	13
PF08406.13	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
PF01875.20	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0
PF08798.14	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PF09829.12	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
PF13456.9	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
PF03605.17	0	0	0	0	0	0	1	0	2	2	2	3	0	1	3
PF07542.14	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PF04971.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PF14169.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF10057.12	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
PF11907.11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
PF09899.12	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0
PF14332.9	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
PF17517.5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PF12902.10	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
PF06276.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF11575.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF18731.4	0	0	0	0	1	0	0	0	1	3	0	0	1	0	1
PF03958.20	0	0	0	0	0	0	0	0	1	0	3	0	0	0	2
PF09423.13	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
PF20239.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PF00060.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PF13640.9	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0
PF03079.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PF13400.9	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
PF15935.8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PF19034.3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PF19952.2	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0
PF13103.9	0	0	0	0	0	0	0	2	3	0	7	13	1	0	1
PF18305.4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
PF04957.15	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
PF02694.18	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PF16119.8	0	1	0	0	1	1	0	0	2	0	5	6	0	1	1
PF18029.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
PF03109.19	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0
PF02600.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF05187.16	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PF07452.15	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
PF05761.17	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PF05721.16	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
PF06253.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PF11306.11	1	0	0	0	0	0	0	0	2	0	2	8	1	1	1
PF16897.8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PF08271.15	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0
PF00328.25	0	0	0	0	0	1	0	6	5	1	16	20	4	5	5
PF09994.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF14742.9	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
PF13872.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PF13871.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PF04687.15	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
PF14098.9	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
PF14069.9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PF10628.12	0	0	0	0	0	0	7	0	1	1	2	0	11	0	1
PF06719.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF06977.14	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PF02494.19	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6
PF11751.11	0	0	0	0	0	0	0	3	1	2	5	5	1	3	0
PF03743.17	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PF00201.21	0	0	0	0	0	0	1	0	0	0	1	0	3	0	0
PF05227.16	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
PF02374.18	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
PF17886.4	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
PF09923.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF00875.21	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0
PF06993.15	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PF03524.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF07506.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF01921.21	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0
PF11887.11	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PF01363.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF02205.23	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
PF05995.15	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PF13731.9	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PF16118.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF10741.12	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PF12973.10	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
PF18339.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PF18337.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PF12137.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PF06097.14	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PF14471.9	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0
PF00421.22	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
PF00360.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF18823.4	0	0	0	0	1	0	0	2	2	54	44	98	18	56	53
PF20169.1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1
PF06282.14	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
PF04886.15	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PF00028.20	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0
PF07819.16	0	0	0	0	0	0	0	1	0	0	0	0	10	2	2
PF18551.4	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
PF04546.16	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PF10652.12	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PF03886.16	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
PF19530.2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
PF05034.16	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0
PF07476.14	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0
PF02963.19	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
PF03771.19	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
PF08443.14	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0
PF10670.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF01341.20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PF05163.15	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PF08542.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF18458.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF16203.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF01837.19	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PF01474.19	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
PF10761.12	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PF03320.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF08827.14	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
PF02530.17	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
PF13356.9	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2
PF03104.22	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PF00136.24	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PF11750.11	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1
PF09341.13	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PF06439.14	0	0	0	0	0	0	0	0	1	0	2	0	0	1	2
PF04151.18	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
PF13906.9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PF05547.14	0	1	0	0	0	1	0	2	5	2	8	30	0	2	7
PF07642.14	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PF07520.14	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PF02778.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF01974.20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF04280.18	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
PF19582.2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
PF08126.14	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PF01364.21	1	0	0	0	0	0	0	4	5	7	19	27	0	10	9
PF18798.4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PF18853.4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PF18858.4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PF03414.16	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PF13976.9	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
PF07727.17	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1
PF01789.19	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
PF07126.15	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PF07099.14	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PF04972.20	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
PF13746.9	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1
PF11614.11	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1
PF02412.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
PF04257.17	0	0	0	0	0	0	0	0	2	0	2	0	0	1	0
PF17946.4	0	0	0	0	0	0	0	0	2	0	2	0	0	1	0
PF08907.14	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PF18363.4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
PF18365.4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
PF18327.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF14850.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF11564.11	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PF20558.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PF09674.13	0	1	0	0	0	0	1	1	0	0	2	2	0	1	3
PF02415.20	0	0	0	0	0	0	0	0	1	0	3	0	0	2	0
PF04734.16	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
PF19086.3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
PF12094.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF12401.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF06240.16	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
PF19327.2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PF09830.12	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PF06259.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF04200.15	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
PF17652.4	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
PF03548.18	0	0	0	0	0	0	0	1	0	0	5	3	1	1	1
